	#	Owner	Build name	Sets	Crit RatioCrit ValueCrit RateCrit DMG	Max HP	ATK	DEF	EM	ER%	Unnamed: 10
246	247	ASIA♪~CC~♪	Homa CA [Akasha]	4	77.3 : 201.2 191.3 cv	30513	1916	892	311	100.0%	55274
247	248	EUPipis	Hu Tao	4	83.9 : 229.1 232.5 cv	29386	1787	1049	227	100.0%	55265
248	249	ASIAめあ	Hu Tao	4	75.0 : 236.9 222.3 cv	29337	1713	993	301	100.0%	55256
249	250	ASIARag	Hu Tao	4	78.1 : 224.5 216.1 cv	29987	1741	920	290	100.0%	55251
250	251	NAHowe	Hu Tao	4	78.5 : 240.8 233.2 cv	26303	1853	876	273	105.2%	55247
251	252	ASIA모르	Hu Tao	4	76.5 : 236.9 225.4 cv	27160	1690	913	339	111.0%	55231
252	253	ASIA신학	Hu Tao	4	76.5 : 230.7 219.2 cv	31507	1851	939	228	100.0%	55228
253	254	EUHakahara	Hu Tao	4	72.3 : 239.2 219.2 cv	28793	1763	940	315	113.0%	55227
254	255	NAalehusband	Hu Tao	4	74.6 : 223.7 208.3 cv	29393	1769	876	327	100.0%	55225
255	256	ASIAえびせん	Hu Tao	4	89.0 : 208.2 221.6 cv	30874	1619	927	306	100.0%	55225
256	257	ASIAShiro	4shime	4	89.8 : 243.9 258.9 cv	26280	1761	939	203	110.4%	55219
257	258	ASIAShiro	4 Shime ew	4	89.8 : 243.9 258.9 cv	26280	1761	939	203	110.4%	55219
258	259	EUtrue_warrior	Hu Tao	4	80.0 : 220.6 216.1 cv	28819	1706	916	318	113.0%	55216
259	260	NALéi	Homa SR	4	83.2 : 193.4 195.2 cv	31683	1874	975	278	100.0%	55214
260	261	ASIA엔보니	Hu Tao	4	71.5 : 258.7 237.1 cv	29606	1718	963	266	100.0%	55212
261	262	NA25K	Hu Tao	4	83.9 : 238.5 241.8 cv	29543	1632	897	269	105.8%	55209
262	263	EUUtsubyo	Hu Tao	4	79.3 : 226.0 220.0 cv	26371	1791	918	329	100.0%	55209
263	264	ASIASPARK	WHO TAO	4	87.8 : 216.7 227.8 cv	26617	1838	876	266	105.8%	55199
264	265	EUKamilKoxUwU	Hu Tao	4	78.1 : 220.6 212.2 cv	28248	1818	876	311	109.7%	55198
265	266	NAMiare	L+ratio	4	82.8 : 236.9 237.9 cv	26639	1678	936	294	104.5%	55195
266	267	ASIA胡桃	Hu Tao	4	61.8 : 266.5 225.4 cv	30052	1779	876	320	100.0%	55193
267	268	NAZusekai	Hu Tao	4	73.4 : 240.8 223.1 cv	33646	1840	876	198	118.8%	55190
268	269	NATheremisu	Hu Tao	4	84.3 : 237.7 241.8 cv	27881	1736	957	238	106.5%	55188
269	270	NASkyzh	Hu Tao (crit rate circlet)	4	73.4 : 264.9 247.2 cv	29452	1751	876	227	117.5%	55182
270	271	ASIAShaun	Hu Tao	4	87.0 : 223.7 233.2 cv	27397	1743	995	264	111.0%	55177
271	272	EUQuovadis	Hu Tao em sands	4	78.5 : 247.0 239.4 cv	28272	1714	964	259	100.0%	55174
272	273	NAArc	Hu Tao	4	75.0 : 254.8 240.2 cv	26979	1677	994	306	120.7%	55160
273	274	EUHuwuTao	Hu Tao	4	84.3 : 212.1 216.1 cv	33220	1805	932	205	100.0%	55146
274	275	ASIAMerry	Hu Tao	4	76.9 : 243.1 232.4 cv	26889	1667	953	327	100.0%	55146
275	276	ASIA铭生	Hu Tao	4	77.3 : 251.7 241.8 cv	28158	1703	1082	262	100.0%	55142
276	277	NAYorenだぞ	Shime Tao	4	72.7 : 231.5 212.2 cv	34003	1780	987	235	100.0%	55142
277	278	ASIAガジタロ	Hu Tao	4	79.7 : 249.4 244.1 cv	29090	1612	972	290	100.0%	55140
278	279	ASIAdorasu	Hu Tao	4	79.3 : 246.2 240.2 cv	33975	1830	876	142	100.0%	55131
279	280	EUPendelWarlock	Hu Tao	4	74.6 : 254.8 239.4 cv	27064	1873	876	248	105.2%	55127
280	281	CNTakagi	Hu Tao	4	75.8 : 216.7 203.7 cv	27611	1827	876	355	100.0%	55125
281	282	EUShiroyukino	Hu Tao	4	69.6 : 266.5 241.0 cv	29056	1799	899	250	100.0%	55124
282	283	NAAngel	Hu Tao	4	75.0 : 210.5 195.9 cv	35307	2065	895	189	100.0%	55110
283	284	ASIA루미네	Hu Tao	4	82.0 : 226.0 225.5 cv	27273	1745	892	299	112.3%	55106
284	285	EUDroog	Hu Tao	4	84.3 : 229.1 233.2 cv	26127	1716	937	301	100.0%	55093
285	286	NAOdin	Hu Tao	4	92.9 : 215.2 236.3 cv	28788	1741	948	222	111.0%	55091
286	287	ASIASeraph	Hu Tao	4	73.0 : 244.7 226.2 cv	27266	1818	876	301	100.0%	55087
287	288	ASIAGanyugom•ﻌ•	Hu Tao	4	70.7 : 226.0 202.9 cv	28546	1772	897	373	105.8%	55079
288	289	ASIAびたみんご	Hu Tao	4	74.2 : 263.3 247.2 cv	27631	1698	876	269	106.5%	55073
289	290	ASIAさーか	Hu Tao	4	75.4 : 254.0 240.2 cv	29092	1786	892	231	110.4%	55070
290	291	ASIAじゃかるた	Hu Tao	4	77.3 : 225.3 215.3 cv	37603	1850	897	152	100.0%	55070
291	292	ASIA半魔	Hu Tao	4	87.8 : 246.2 257.3 cv	28301	1661	897	224	100.0%	55065
292	293	NABaguette	Hu Tao	4	78.9 : 231.5 224.7 cv	29182	1840	892	245	112.3%	55064
293	294	NAPiranha	Hu Tao	4	87.4 : 218.3 228.6 cv	33043	1837	892	163	105.2%	55061
294	295	EUCoochie698	Hu Tao	4	71.9 : 257.1 236.3 cv	27519	1923	876	243	105.2%	55052
295	296	EUOrb	Hu Tao	4	79.7 : 235.4 230.1 cv	29572	1702	892	259	117.5%	55047
296	297	NAShinato331	Hu Tao	4	91.3 : 219.8 237.9 cv	36123	1875	920	96	104.5%	55046
297	298	ASIAkem.bông	Hu Tao	4	80.0 : 239.3 234.8 cv	29666	1858	876	203	104.5%	55040
298	299	NANkl956	Hu Tao	4	75.8 : 240.0 227.0 cv	27788	1875	876	262	100.0%	55040
299	300	NAjoonbug	Hu Tao	4	79.7 : 224.5 219.2 cv	27822	1802	1083	294	100.0%	55034
300	301	NAArc	Hu Tao	4	82.8 : 229.2 230.1 cv	32463	1831	895	175	105.8%	55020
301	302	ASIAロード	Hu Tao	4	73.0 : 201.2 182.7 cv	35152	1870	876	275	104.5%	55006
302	303	NACoconut	Hu Tao	4	73.4 : 243.1 225.4 cv	28697	1704	895	308	114.9%	55003
303	304	NAJaragleif	Hu Tao	4	68.4 : 212.1 184.3 cv	36221	1989	876	238	111.7%	54998
304	305	NALukas	Hu Tao	4	81.6 : 228.4 227.0 cv	27671	1723	994	292	100.0%	54996
305	306	EUCross	Hu Tao	4	77.3 : 229.9 220.0 cv	28517	1839	943	273	100.0%	54994
306	307	EUMctiguy	Hu Tao	4	85.9 : 222.9 230.1 cv	32379	1957	913	145	100.0%	54984
307	308	ASIAHana♡	Hu Tao	4	76.2 : 227.6 215.3 cv	34100	1901	876	186	106.5%	54984
308	309	NALumeme	Hu Tao	4	71.5 : 225.3 203.7 cv	26856	1887	876	362	105.8%	54981
309	310	EULunar	Hu Tao	4	72.7 : 226.1 206.8 cv	34554	1933	876	203	100.0%	54973
310	311	EULux	Hu Tao	4	80.8 : 233.0 230.1 cv	29271	1681	972	266	104.5%	54966
311	312	ASIAペーペー	Hu Tao	4	81.2 : 244.7 242.5 cv	26854	1757	939	252	104.5%	54960
312	313	ASIAけんてい	Hu Tao	4	82.4 : 213.6 213.8 cv	36154	1785	913	193	100.0%	54955
313	314	EULymiwinx	Hu Tao	4	75.8 : 222.9 209.9 cv	28269	1725	876	350	111.0%	54954
314	315	EULeanesca	Hu Tao	4	87.8 : 214.4 225.5 cv	27577	1732	956	283	105.2%	54952
315	316	NABenji	Hu Tao	4	79.7 : 243.9 238.7 cv	28276	1744	918	245	105.2%	54950
316	317	ASIADmitri	Hu Tao	4	79.7 : 244.7 239.4 cv	26695	1725	916	278	100.0%	54948
317	318	EUSurF	Hu Tao	4	74.2 : 228.4 212.2 cv	24894	1810	929	394	100.0%	54948
318	319	ASIAMax	Hu Tao	4	69.9 : 232.2 207.5 cv	33250	1861	876	245	112.3%	54945
319	320	ASIA犬丸	Hu Tao	4	92.9 : 224.5 245.7 cv	32164	1660	942	179	106.5%	54939
320	321	ASIAImranovich_	Hu Tao	4	74.2 : 235.4 219.2 cv	27340	1684	929	360	105.8%	54932
321	322	ASIAGrandPriest	Hu Tao	4	72.3 : 247.0 227.0 cv	29209	1742	897	285	110.4%	54928
322	323	EUShihona	Hu Tao	4	82.4 : 226.8 227.0 cv	30779	1812	978	210	100.0%	54919
323	324	NAjoseph	homa 4sr em	4	73.4 : 233.0 215.3 cv	31206	1771	921	269	106.5%	54916
324	325	ASIAJoon	Hu Tao	4	75.8 : 243.9 230.9 cv	29427	1795	899	243	110.4%	54916
325	326	NAbestie	Hu Tao	4	72.3 : 230.7 210.7 cv	32535	1819	991	250	105.8%	54913
326	327	ASIAかび	Hu Tao	4	75.4 : 244.7 230.9 cv	28147	1772	920	273	100.0%	54912
327	328	ASIA대충삽시다	Hu Tao	4	69.9 : 241.6 216.9 cv	31331	1760	1036	278	111.7%	54911
328	329	ASIA空	Hu Tao	4	92.1 : 244.7 264.3 cv	33379	1708	899	105	111.0%	54911
329	330	TWiamjohnny	Hu Tao	4	77.3 : 242.4 232.4 cv	27976	1810	876	255	116.2%	54911
330	331	EUcyan	Hu Tao	4	73.4 : 226.8 209.1 cv	31229	1841	950	266	100.0%	54906
331	332	ASIAHennessy	Hu Tao	4	75.0 : 235.4 220.8 cv	27880	1698	991	334	100.0%	54906
332	333	EUnexuhs	Hu Tao	4	83.2 : 227.6 229.4 cv	31896	1810	922	186	113.0%	54898
333	334	ASIAZyro	Hu Tao	4	68.4 : 240.0 212.2 cv	30929	1711	954	320	104.5%	54897
334	335	ASIAキャプテン	Hu Tao	4	84.7 : 239.3 244.1 cv	29781	1772	892	187	104.5%	54897
335	336	EUlokaoka	Hu Tao	4	70.7 : 234.6 211.4 cv	31920	1748	940	283	106.5%	54894
336	337	ASIAさえ	Hu Tao	4	80.8 : 237.7 234.8 cv	29065	1803	974	222	100.0%	54889
337	338	EUGenjirenz	Hu Tao	4	69.9 : 247.8 223.1 cv	28664	1688	899	334	106.5%	54888
338	339	ASIAFallen｀Rose	Hu Tao	4	86.3 : 244.7 252.7 cv	33798	1667	1008	145	100.0%	54886
339	340	ASIARaishin	Hu Tao	4	67.6 : 212.1 182.7 cv	36818	1817	942	275	100.0%	54882
340	341	EUSinister	Hu Tao	4	77.7 : 222.9 213.8 cv	27885	1728	911	336	100.0%	54852
341	342	NAAnemoGoFwoosh	Hu Tao	4	73.8 : 205.8 188.9 cv	34219	1845	961	273	104.5%	54849
342	343	TWMikarin	Hu Tao	4	81.2 : 211.3 209.1 cv	28726	1826	940	294	105.2%	54838
343	344	ASIAごご	Hu Tao	4	78.5 : 260.3 252.7 cv	32413	1688	921	179	112.3%	54836
344	345	ASIA다크츠바사	Hu Tao	4	84.3 : 226.0 230.1 cv	29391	1689	897	283	100.0%	54835
345	346	ASIA:Tk:	Hu Tao	4	68.0 : 252.5 223.9 cv	29337	1748	940	306	104.5%	54824
346	347	NAEric	Hu Tao	4	70.3 : 246.2 222.3 cv	37518	1903	897	142	100.0%	54824
347	348	ASIA리풀	Hu Tao	4	84.3 : 232.3 236.3 cv	33951	1765	991	149	100.0%	54823
348	349	ASIAlailas	Hu Tao	4	76.2 : 235.4 223.1 cv	29907	1722	921	273	109.7%	54818
349	350	ASIAGoldP	Hu Tao	4	70.7 : 247.8 224.7 cv	31660	1830	940	229	104.5%	54817
350	351	NAAlatus	Hu Tao	4	76.2 : 250.1 237.9 cv	27033	1709	946	290	100.0%	54816
351	352	ASIANico	Hu Tao	4	85.5 : 199.6 206.0 cv	29826	1784	876	290	100.0%	54810
352	353	EUExTrA	Hu Tao EM Sands	4	78.9 : 228.4 221.5 cv	26281	1760	1069	329	105.2%	54809
353	354	ASIAサザンカ	Hu Tao	4	73.4 : 222.2 204.5 cv	32264	1768	997	280	100.0%	54808
354	355	EULoleris	Hu Tao	4	70.3 : 207.4 183.5 cv	33437	1919	899	291	104.5%	54807
355	356	ASIATaoNGoii	Hu Tao	4	81.2 : 245.4 243.3 cv	28755	1679	876	264	100.0%	54798
356	357	ASIAViz	Hu Tao	4	74.2 : 244.7 228.5 cv	34947	1862	876	156	100.0%	54796
357	358	EURagi	Hu Tao	4	78.5 : 215.9 208.3 cv	24705	1842	897	383	100.0%	54785
358	359	EUExiwild	Hu Tao	4	85.9 : 219.0 226.2 cv	33677	1632	955	227	100.0%	54782
359	360	NA999ms	Hu Tao shim	4	82.8 : 226.0 227.0 cv	27733	1846	944	248	106.5%	54777
360	361	ASIAHwshhii	Hu Tao shime more hp	4	75.4 : 246.3 232.5 cv	34073	1767	1005	175	105.2%	54776
361	362	NA光	Hu Tao	4	82.4 : 220.6 220.8 cv	33255	1861	939	177	100.0%	54764
362	363	ASIAJHgamer7391	Hu Tao (4 Shim)	4	73.0 : 229.2 210.7 cv	36186	1821	1008	191	100.0%	54758
363	364	NAStupud	Hu Tao	4	79.3 : 215.9 209.9 cv	26521	1827	967	339	100.0%	54757
364	365	EUKat	Hu Tao shim	4	78.9 : 210.5 203.7 cv	27340	1864	971	332	100.0%	54755
365	366	ASIAばはむーと	Hu Tao	4	82.4 : 239.3 239.4 cv	29270	1695	950	229	100.0%	54748
366	367	NAWHO_TAO	Hu Tao	4	77.3 : 207.4 197.5 cv	27728	1775	899	380	104.5%	54744
367	368	EUNo-L's-Here	Hu Tao	4	85.1 : 249.4 255.0 cv	26525	1687	1003	231	114.2%	54740
368	369	ASIAปีปี	Hu Tao	4	88.2 : 202.0 213.8 cv	34915	1670	944	231	100.0%	54729
369	370	NALight	Hu Tao	4	81.6 : 229.2 227.8 cv	25948	1763	892	306	119.4%	54727
370	371	NAGlizzyKami	Hu Tao	4	81.2 : 228.4 226.2 cv	28066	1722	979	283	100.0%	54727
371	372	EUKiwi	Hu Tao	4	78.5 : 231.5 223.9 cv	34162	1802	940	177	111.7%	54723
372	373	ASIAkredo	Hu Tao	4	82.0 : 226.8 226.3 cv	27068	1762	1026	287	104.5%	54718
373	374	EUCobalto	Hu Tao	4	71.1 : 247.8 225.4 cv	33955	1785	1057	200	100.0%	54705
374	375	NAMirai	Hu Tao	4	83.2 : 238.5 240.2 cv	29055	1691	1036	229	111.0%	54702
375	376	CNAlanlan	Hu Tao	4	76.2 : 228.4 216.1 cv	29299	1774	895	287	105.2%	54699
376	377	ASIAはるん	Hu Tao	4	81.2 : 234.6 232.5 cv	30241	1881	876	187	104.5%	54698
377	378	EUNeiaxo	Hu Tao	4	83.9 : 224.5 227.8 cv	32923	1818	968	170	100.0%	54694
378	379	ASIAVan|TheClement	Hu Tao	4	75.4 : 229.9 216.1 cv	27064	1716	909	355	100.0%	54693
379	380		Gilded Dreams	4	89.8 : 229.9 244.9 cv	35611	1739	929	180	100.0%	54692
380	381	NAKushala	Hu Tao ※ 4 Gilded	4	89.8 : 229.9 244.9 cv	35611	1739	929	180	100.0%	54692
381	382	ASIADiong	Tao	4	73.4 : 229.2 211.5 cv	29527	1686	876	334	111.0%	54685
382	383	NA盈盈♡	Hu Tao	4	69.5 : 256.3 230.9 cv	34951	1797	934	177	104.5%	54671
383	384	ASIAHoon	Hu Tao	4	80.0 : 257.1 252.6 cv	33374	1806	876	121	104.5%	54667
384	385	NARybo	Hu Tao	4	89.8 : 232.3 247.2 cv	26758	1733	940	224	106.5%	54662
385	386	EUКармен	Hu Tao	4	80.0 : 255.6 251.1 cv	34854	1719	895	133	100.0%	54660
386	387	EUKoni	Hu Tao	4	82.4 : 237.7 237.9 cv	27665	1681	971	264	111.7%	54660
387	388	ASIAGibNahidaPls	Hu Tao	4	78.5 : 250.1 242.5 cv	26578	1662	997	290	100.0%	54653
388	389	ASIAlunuiu	Hu Tao	4	71.9 : 258.7 237.9 cv	27459	1719	940	292	100.0%	54648
389	390	NAJak	Hu Tao	4	78.5 : 237.7 230.1 cv	29481	1822	997	224	100.0%	54647
390	391	EUPhilsonix	Hu Tao	4	75.4 : 243.1 229.3 cv	29327	1711	1039	269	100.0%	54639
391	392	NASalamact	Hu Tao	4	79.3 : 227.6 221.6 cv	26874	1750	940	315	105.8%	54637
392	393	ASIA大山大河	Hu Tao	4	73.8 : 258.7 241.7 cv	34102	1819	892	147	117.5%	54630
393	394	NAMechonis	Hu Tao	4	66.8 : 206.6 175.7 cv	32958	1871	899	347	105.2%	54629
394	395	ASIAKuyashi	Hu Tao	4	80.8 : 215.9 213.0 cv	33616	1834	963	198	100.0%	54626
395	396	ASIA396	Hu Tao	4	76.9 : 215.2 204.5 cv	37309	1730	916	221	113.0%	54620
396	397	NAVentillex	Hu Tao	4	82.8 : 230.7 231.7 cv	33048	1920	934	140	100.0%	54607
397	398	EUPerła	Hu Tao	4	75.0 : 229.9 215.3 cv	33773	1874	876	193	122.7%	54606
398	399	NAMooooo	Hu Tao	4	78.9 : 223.7 216.9 cv	33559	1758	1183	210	105.8%	54602
399	400	ASIAkuro	Hu Tao	4	75.8 : 261.0 248.0 cv	28389	1665	1004	248	100.0%	54600
400	401	ASIAドラパチ	Hu Tao	4	69.5 : 212.0 186.6 cv	32322	1873	944	312	100.0%	54596
401	402	ASIAFelix	Hu Tao	4	81.2 : 233.8 231.7 cv	32530	1882	959	156	100.0%	54591
402	403	ASIAHommaHinata	Hu Tao	4	80.8 : 230.7 227.8 cv	29239	1722	978	255	104.5%	54586
403	404	ASIAFura	Hu Tao	4	65.7 : 226.8 193.6 cv	32690	1785	876	325	111.0%	54580
404	405	EUPikachu	Hu Tao	4	81.6 : 217.5 216.1 cv	29783	1761	1065	266	106.5%	54579
405	406	NAneptunia	Hu Tao	4	76.9 : 249.4 238.7 cv	33138	1751	1037	170	111.0%	54578
406	407	ASIAOren	Hu Tao CW	4	85.9 : 221.4 228.6 cv	28938	1672	939	294	100.0%	54573
407	408	ASIA朧	Hu Tao	4	72.7 : 236.9 217.7 cv	29519	1699	991	311	111.0%	54564
408	409	ASIAsidew	Hu Tao	4	73.0 : 257.1 238.6 cv	28302	1730	892	264	100.0%	54562
409	410	EUmilena	Hu Tao	4	78.5 : 237.7 230.1 cv	29451	1809	913	227	100.0%	54560
410	411	ASIARiuF2P	Hu Tao	4	78.9 : 263.3 256.5 cv	28418	1683	892	210	105.2%	54558
411	412	ASIA기룽이	Hu Tao	4	82.0 : 240.0 239.4 cv	28232	1700	934	243	112.3%	54551
412	413	ASIAZhang	Hu Tao	4	76.9 : 222.2 211.5 cv	33437	1872	876	203	105.2%	54548
413	414	EUDonee	Hu Tao	4	73.8 : 254.0 237.1 cv	26158	1790	897	287	105.8%	54542
414	415	ASIAarouzu	Hu Tao	4	87.8 : 216.7 227.8 cv	28305	1755	920	278	100.0%	54538
415	416	ASIAYaeSimp╰‿╯	Hu Tao	4	75.8 : 241.6 228.6 cv	34102	1851	934	161	100.0%	54532
416	417	NATEMPER	Hu Tao	4	71.1 : 251.7 229.3 cv	27819	1845	895	271	100.0%	54530
417	418	ASIAGzra	Hu Tao	4	74.2 : 234.6 218.5 cv	33860	1984	876	163	100.0%	54530
418	419	NAchez	db Hu Tao	4	88.6 : 237.7 250.3 cv	31534	1863	1007	119	111.0%	54527
419	420	EUSam	Hu Tao	4	77.3 : 239.2 229.3 cv	29411	1742	892	250	111.7%	54520
420	421	ASIAZear	Hu Tao	4	70.7 : 231.5 208.3 cv	28487	1746	973	353	104.5%	54515
421	422	ASIANaro	Hu Tao	4	80.0 : 241.6 237.1 cv	28692	1717	936	241	100.0%	54514
422	423	ASIAJulie	Hu Tao	4	73.8 : 222.9 206.0 cv	32051	1853	911	250	106.5%	54513
423	424	ASIA으냐	Hu Tao	4	85.5 : 236.2 242.6 cv	27153	1552	895	329	111.0%	54512
424	425	EUMajBe	Hu Tao	4	90.2 : 203.5 219.3 cv	31168	1731	1009	228	105.2%	54505
425	426	ASIAkairos	Hu Tao	4	77.3 : 252.5 242.5 cv	25370	1677	1022	311	105.8%	54500
426	427	ASIAۣSunsetEyesঌ	Hu Tao	4	79.3 : 250.9 244.9 cv	27670	1699	922	245	105.2%	54496
427	428	EUlunarblossom	Hu Tao shimen	4	82.4 : 228.4 228.6 cv	26345	1753	913	292	116.8%	54493
428	429	NAChongus	Hu Tao	4	73.8 : 253.2 236.3 cv	29997	1793	899	220	106.5%	54492
429	430	NAArctic	Hu Tao	4	75.4 : 247.0 233.2 cv	33556	1772	1008	175	100.0%	54491
430	431	ASIAR	Hu Tao	4	79.3 : 217.5 211.5 cv	30176	1772	895	273	111.0%	54481
431	432	NA琳	Hu Tao	4	78.5 : 255.6 248.0 cv	25342	1761	892	264	100.0%	54471
432	433	EUAnnie	Hu Tao	4	71.5 : 222.9 201.3 cv	28234	1746	876	378	109.7%	54471
433	434	ASIA마리	Hu Tao	4	73.8 : 258.7 241.7 cv	28095	1755	1061	248	100.0%	54463
434	435	ASIA폭탄배달부	Hu Tao	4	86.7 : 212.1 220.8 cv	26638	1742	916	306	100.0%	54461
435	436	EUGWIZIII	Hu Tao	4	81.6 : 242.3 241.0 cv	28158	1818	1019	208	109.7%	54459
436	437	ASIAおすし	Hu Tao	4	80.8 : 230.7 227.8 cv	32535	1775	1087	187	100.0%	54459
437	438	NAMai	Hu Tao	4	77.3 : 250.9 241.0 cv	30596	1798	920	187	100.0%	54457
438	439	ASIAExlius	Hu Tao	4	78.1 : 275.8 267.4 cv	28663	1594	876	229	106.5%	54455
439	440	ASIAHyakun	Hu Tao	4	75.0 : 243.9 229.3 cv	32322	1994	876	154	100.0%	54453
440	441	EULucario	Hu Tao CR	4	99.1 : 215.2 248.8 cv	26007	1793	964	203	100.0%	54452
441	442	NALunder	Hu Tao	4	71.9 : 236.1 215.3 cv	36061	1836	985	177	100.0%	54445
442	443	EUkaSubo	Hu Tao	4	86.7 : 226.0 234.8 cv	27489	1818	892	224	104.5%	54441
443	444	ASIARinri	Shimenawa Tao	4	76.6 : 261.8 250.3 cv	26706	1715	961	252	114.9%	54441
444	445	NALumine	Hu Tao	4	82.0 : 237.7 237.1 cv	27367	1820	899	229	106.5%	54438
445	446	NAShiki	Hu Tao	4	75.4 : 236.2 222.4 cv	30815	1755	932	245	105.8%	54436
446	447	EUchargel	Hu Tao	4	70.3 : 231.5 207.6 cv	35162	1875	876	226	105.8%	54432
447	448	EURush	Hu Tao	4	73.1 : 208.2 189.7 cv	33437	1827	950	282	100.0%	54427
448	449	EUTempest	Hu Tao	4	77.3 : 235.4 225.4 cv	27822	1934	895	234	100.0%	54426
449	450	ASIA喵哈嘍	Hu Tao	4	66.0 : 255.6 223.1 cv	28248	1813	916	311	100.0%	54425
450	451	ASIAAYAKAFAN	Hu Tao	4	86.7 : 230.7 239.5 cv	27096	1847	892	210	112.3%	54422
451	452	CN神子	Hu Tao	4	72.7 : 222.9 203.7 cv	29573	1757	995	332	100.0%	54418
452	453	EUDoughDog	Hu Tao	4	78.1 : 209.7 201.4 cv	27939	1786	876	348	116.2%	54417
453	454	NAkel!	Hu Tao	4	72.7 : 271.9 252.6 cv	33310	1813	892	138	110.4%	54417
454	455	ASIAかるび	Hu Tao	4	83.1 : 202.0 203.7 cv	29905	1743	1039	304	100.0%	54414
455	456	EUTheLambSauce	Hu Tao	4	80.0 : 216.7 212.2 cv	31836	1745	1073	247	100.0%	54414
456	457	CN心旧丶心久	Hu Tao	4	93.3 : 215.2 237.1 cv	30179	1655	916	231	105.2%	54411
457	458	EUXeno	Hu Tao	4	81.6 : 202.7 201.4 cv	31568	1752	876	280	115.5%	54410
458	459	NAJoeniet	Hu Tao	4	85.5 : 254.8 261.2 cv	27491	1595	950	243	105.8%	54406
459	460	ASIAMyWaifuAyaka	Hu Tao	4	88.2 : 202.0 213.8 cv	29786	1799	1008	250	100.0%	54404
460	461	NAKirad	Tao Vape	4	89.0 : 219.8 233.2 cv	33676	1678	895	182	111.7%	54402
461	462	TWfafuni	Hu Tao	4	84.7 : 225.3 230.1 cv	27419	1685	997	280	111.7%	54401
462	463	NAsnacc	Hu Tao	4	76.2 : 257.1 244.9 cv	35945	1704	948	142	106.5%	54400
463	464	ASIAStar	Hu Tao	4	79.7 : 215.2 209.9 cv	29510	1774	897	287	109.7%	54395
464	465	ASIAArcana*	Hu Tao	4	79.3 : 245.5 239.4 cv	28153	1696	959	250	115.5%	54394
465	466	NAHeavymetalcore	Hu Tao	4	82.0 : 239.3 238.7 cv	35100	1897	943	105	100.0%	54390
466	467	NAMurm	Hu Tao	4	76.9 : 229.2 218.5 cv	31677	1766	916	234	110.4%	54388
467	468	NAShiro	Hu Tao	4	81.6 : 208.2 206.8 cv	27239	1782	876	336	114.9%	54388
468	469	EUПисечка	Hu Tao	4	71.9 : 233.0 212.2 cv	35224	1788	957	205	100.0%	54388
469	470	EUPavilly	Hu Tao	4	81.2 : 229.2 227.0 cv	27212	1665	876	350	100.0%	54381
470	471	ASIA蛍	Hu Tao	4	79.7 : 219.8 214.6 cv	33864	1793	899	198	115.5%	54381
471	472	ASIANero	Hu Tao	4	67.6 : 244.7 215.3 cv	28028	1812	876	329	100.0%	54378
472	473	ASIACrispin	Hu Tao	4	69.9 : 274.2 249.5 cv	27853	1823	876	229	112.3%	54377
473	474	NAAnimus	Hu Tao	4	64.5 : 253.2 217.6 cv	29154	1798	876	320	105.8%	54376
474	475	ASIAALPHONCE	Hu Tao	4	80.0 : 236.1 231.7 cv	28940	1825	916	220	100.0%	54373
475	476	NAThyria	Hu Tao	4	77.3 : 232.3 222.3 cv	26363	1701	936	341	100.0%	54372
476	477	NABaelnar	Hu Tao	4	72.7 : 275.8 256.5 cv	27783	1683	985	241	100.0%	54370
477	478	ASIAikareo	Hu Tao	4	84.3 : 221.4 225.5 cv	33225	1891	876	166	105.8%	54363
478	479	NAEric	Hu Tao	4	76.2 : 231.5 219.2 cv	30111	1809	939	248	100.0%	54359
479	480	ASIATigastite	WHERE'S JEAN LB	4	82.8 : 233.0 234.0 cv	26525	1760	1101	266	104.5%	54357
480	481	NAVan	Main build	4	88.2 : 228.4 240.2 cv	26615	1777	1010	231	104.5%	54357
481	482	NAViolet	Hu Tao	4	71.9 : 236.1 215.3 cv	31024	1832	922	250	100.0%	54354
482	483	ASIAyytried	Hu Tao	4	78.9 : 245.5 238.6 cv	26525	1684	978	287	110.4%	54354
483	484	NASeiryu	Hu Tao	4	71.5 : 236.2 214.6 cv	34317	1822	876	205	114.9%	54350
484	485	NADgekai	Hu Tao	4	74.2 : 269.6 253.5 cv	24130	1740	940	294	104.5%	54346
485	486	NAAYAYA	Hu Tao	4	88.6 : 240.8 253.4 cv	24518	1633	1011	276	100.0%	54343
486	487	ASIAまな板大統領	Hu Tao	4	83.5 : 240.0 242.5 cv	31288	1794	916	159	104.5%	54343
487	488	ASIA8894	Hu Tao	4	78.1 : 215.9 207.6 cv	28935	1737	997	320	100.0%	54337
488	489	ASIAQQ	Hu Tao	4	82.4 : 250.9 251.1 cv	27820	1605	876	271	114.9%	54332
489	490	NAViquitoremi	Hu Tao	4	77.3 : 256.3 246.4 cv	27698	1608	876	306	106.5%	54332
490	491	EUotto	Hu Tao	4	70.3 : 265.7 241.7 cv	32956	1747	892	184	116.2%	54332
491	492	NAShinkiroZ	Hu Tao	4	77.3 : 250.1 240.2 cv	29568	1720	978	222	105.8%	54331
492	493	EUtalavat_2014	Hu Tao	4	82.8 : 208.2 209.2 cv	27160	1889	1008	292	100.0%	54330
493	494	NAFatal	Hu Tao	4	77.7 : 222.2 213.0 cv	25582	1762	876	366	100.0%	54324
